"id";"data_criacao";"semente";"data_encerramento";"data_parou_comprar";"dias_sem_compra"
8176;"2021-06-08";96;;;
8177;"2020-09-20";85;;;
8178;"2021-05-19";48;;;
8179;"2018-04-19";86;;;
8180;"2019-03-31";89;;;
8181;"2022-11-28";50;;;
8182;"2022-10-13";31;;;
8183;"2022-09-24";39;;;
8184;"2020-07-10";6;;"2022-06-23";180
8185;"2018-06-26";40;;;
8186;"2022-09-13";53;;;
8187;"2018-07-03";53;;;
8188;"2021-09-05";1;"2022-09-28";"2022-03-23";189
8189;"2019-03-11";30;;;
8190;"2018-12-11";87;;;
8191;"2021-04-08";62;;;
8192;"2018-03-15";44;;;
8193;"2020-05-24";78;;;
8194;"2019-08-20";36;;;
8195;"2021-12-05";70;;;
8196;"2021-06-03";60;;;
8197;"2021-12-01";95;;;
8198;"2020-11-09";48;;;
8199;"2022-10-06";56;;;
8200;"2021-03-18";41;;;
8201;"2021-07-25";44;;;
8202;"2018-12-02";84;;;
8203;"2018-02-13";5;"2022-10-22";"2021-12-03";323
8204;"2021-11-14";35;;;
8205;"2020-04-07";67;;;
8206;"2021-09-07";12;;"2022-11-26";24
8207;"2020-05-03";22;;"2022-07-20";153
8208;"2022-12-09";58;;;
8209;"2020-02-05";6;;"2022-06-12";191
8210;"2020-08-01";7;;"2022-06-19";184
8211;"2019-03-20";54;;;
8212;"2020-01-14";99;;;
8213;"2020-05-25";81;;;
8214;"2018-12-24";88;;;
8215;"2022-07-06";16;;"2021-12-03";382
8216;"2020-10-31";54;;;
8217;"2018-09-17";26;;;
8218;"2022-12-18";11;;"2022-10-20";61
8219;"2019-07-18";50;;;
8220;"2019-11-07";36;;;
8221;"2018-12-09";29;;;
8222;"2022-10-05";53;;;
8223;"2020-01-02";39;;;
8224;"2021-04-13";41;;;
8225;"2019-06-06";42;;;
8226;"2018-12-19";19;;"2022-07-02";171
8227;"2019-09-27";99;;;
8228;"2018-05-18";29;;;
8229;"2021-10-09";88;;;
8230;"2019-07-15";75;;;
8231;"2021-07-15";36;;;
8232;"2020-05-14";46;;;
8233;"2020-05-28";88;;;
8234;"2021-08-10";96;;;
8235;"2019-04-10";96;;;
8236;"2022-08-15";11;;"2022-10-12";69
8237;"2020-04-28";45;;;
8238;"2021-07-23";15;;"2022-11-17";33
8239;"2022-08-05";56;;;
8240;"2022-05-16";26;;;
8241;"2019-03-06";23;;"2022-02-27";296
8242;"2018-11-03";52;;;
8243;"2019-06-11";58;;;
8244;"2021-07-11";86;;;
8245;"2019-10-08";81;;;
8246;"2018-12-26";47;;;
8247;"2019-05-23";75;;;
8248;"2020-06-05";24;;"2022-12-01";19
8249;"2018-12-24";87;;;
8250;"2020-11-19";95;;;
8251;"2022-03-25";12;;"2022-10-06";75
8252;"2019-11-13";98;;;
8253;"2020-09-05";74;;;
8254;"2019-04-08";59;;;
8255;"2018-03-08";4;"2022-08-15";"2021-12-04";254
8256;"2022-01-21";56;;;
8257;"2020-03-07";1;"2022-12-19";"2022-01-28";325
8258;"2019-11-14";2;"2022-08-19";"2021-10-22";301
8259;"2022-05-20";49;;;
8260;"2018-12-26";43;;;
8261;"2021-05-10";32;;;
8262;"2020-12-14";61;;;
8263;"2021-04-21";66;;;
8264;"2018-10-17";23;;"2022-01-12";342
8265;"2019-08-05";40;;;
8266;"2022-07-11";14;;"2022-04-19";245
8267;"2018-06-13";72;;;
8268;"2021-11-13";62;;;
8269;"2021-02-12";27;;;
8270;"2018-01-27";51;;;
8271;"2021-04-10";18;;"2022-08-22";120
8272;"2022-03-31";99;;;
8273;"2018-11-11";77;;;
8274;"2022-08-31";43;;;
8275;"2020-10-20";40;;;
8276;"2020-07-31";93;;;
8277;"2018-09-07";9;;"2022-01-09";345
8278;"2022-02-22";87;;;
8279;"2022-12-16";22;;"2022-06-13";190
8280;"2019-08-12";36;;;
8281;"2020-01-23";18;;"2021-12-30";355
8282;"2022-03-22";74;;;
8283;"2021-06-06";2;"2022-11-11";"2021-12-30";316
8284;"2022-09-10";20;;"2022-12-02";18
8285;"2018-07-09";19;;"2022-01-12";342
8286;"2021-07-25";27;;;
8287;"2021-10-12";15;;"2022-06-30";173
8288;"2020-08-25";9;;"2022-05-24";210
8289;"2018-06-20";58;;;
8290;"2021-03-12";37;;;
8291;"2021-08-01";30;;;
8292;"2021-10-09";35;;;
8293;"2019-03-08";25;;"2021-12-17";368
8294;"2019-12-03";9;;"2022-07-21";152
8295;"2022-07-07";11;;"2022-11-01";49
8296;"2020-09-22";30;;;
8297;"2019-06-24";16;;"2022-03-19";276
8298;"2022-11-29";96;;;
8299;"2019-08-18";64;;;
8300;"2022-07-19";41;;;
8301;"2022-12-07";20;;"2022-05-02";232
8302;"2022-11-07";77;;;
8303;"2021-10-28";92;;;
8304;"2018-10-30";4;"2022-07-31";"2022-01-30";182
8305;"2022-07-19";69;;;
8306;"2019-08-29";53;;;
8307;"2021-05-11";27;;;
8308;"2018-04-06";92;;;
8309;"2018-11-02";32;;;
8310;"2021-05-08";66;;;
8311;"2019-10-29";20;;"2022-11-24";26
8312;"2020-11-06";16;;"2022-02-27";296
8313;"2020-08-08";27;;;
8314;"2018-04-16";75;;;
8315;"2020-07-28";97;;;
8316;"2021-01-26";24;;"2022-09-16";95
8317;"2021-10-20";90;;;
8318;"2019-05-21";17;;"2022-06-19";184
8319;"2018-10-02";34;;;
8320;"2022-03-21";99;;;
8321;"2022-07-13";25;;"2021-11-05";410
8322;"2022-04-15";57;;;
8323;"2021-01-09";64;;;
8324;"2018-09-29";15;;"2022-12-03";17
8325;"2019-03-29";31;;;
8326;"2020-07-27";74;;;
8327;"2021-06-03";98;;;
8328;"2020-09-01";5;"2022-07-29";"2021-09-08";324
8329;"2020-07-07";28;;;
8330;"2018-01-30";3;"2022-11-22";"2022-03-14";253
8331;"2020-03-31";19;;"2021-12-29";356
8332;"2020-06-25";53;;;
8333;"2022-11-19";84;;;
8334;"2019-02-07";80;;;
8335;"2021-04-06";12;;"2022-02-23";300
8336;"2022-06-18";75;;;
8337;"2020-09-17";86;;;
8338;"2019-08-27";39;;;
8339;"2022-09-04";21;;"2022-02-08";315
8340;"2021-07-01";19;;"2022-01-21";333
8341;"2022-12-15";14;;"2022-11-21";29
8342;"2019-07-15";80;;;
8343;"2019-05-19";25;;"2022-03-21";274
8344;"2020-08-03";35;;;
8345;"2019-10-10";18;;"2021-12-07";378
8346;"2021-11-25";32;;;
8347;"2018-09-11";65;;;
8348;"2018-08-11";9;;"2022-10-05";76
8349;"2018-04-26";44;;;
8350;"2019-05-26";71;;;
8351;"2022-10-11";40;;;
8352;"2022-10-19";97;;;
8353;"2018-09-19";11;;"2021-11-22";393
8354;"2020-11-01";25;;"2021-10-25";421
8355;"2018-07-30";6;;"2022-09-05";106
8356;"2019-11-28";27;;;
8357;"2018-06-09";60;;;
8358;"2021-12-12";33;;;
8359;"2022-07-12";22;;"2022-09-17";94
8360;"2020-11-26";87;;;
8361;"2021-12-24";31;;;
8362;"2019-10-22";26;;;
8363;"2018-06-02";47;;;
8364;"2021-11-23";59;;;
8365;"2020-11-10";88;;;
8366;"2021-08-18";2;"2022-07-22";"2021-12-25";209
8367;"2021-05-23";94;;;
8368;"2018-08-09";20;;"2022-08-13";129
8369;"2018-04-26";69;;;
8370;"2021-02-06";57;;;
8371;"2022-01-20";79;;;
8372;"2018-04-21";17;;"2022-10-30";51
8373;"2022-08-02";81;;;
8374;"2018-06-20";99;;;
8375;"2020-11-04";83;;;
8376;"2019-05-24";14;;"2022-02-21";302
8377;"2022-04-26";11;;"2022-04-17";247
8378;"2021-06-27";98;;;
8379;"2019-12-14";60;;;
8380;"2022-08-02";90;;;
8381;"2022-11-01";24;;"2022-05-29";205
8382;"2019-10-06";54;;;
8383;"2022-06-02";68;;;
8384;"2018-08-02";63;;;
8385;"2022-07-19";2;"2022-08-22";"2021-10-06";320
8386;"2022-12-11";14;;"2022-08-13";129
8387;"2020-06-11";14;;"2022-10-20";61
8388;"2022-12-08";38;;;
8389;"2021-12-03";73;;;
8390;"2020-01-02";72;;;
8391;"2020-11-14";68;;;
8392;"2020-12-08";65;;;
8393;"2021-10-05";70;;;
8394;"2021-03-29";82;;;
8395;"2019-11-13";66;;;
8396;"2019-08-27";48;;;
8397;"2019-11-27";98;;;
8398;"2018-04-16";8;;"2022-04-07";257
8399;"2020-03-17";87;;;
8400;"2020-03-04";74;;;
8401;"2021-05-05";54;;;
8402;"2019-04-19";95;;;
8403;"2020-06-05";26;;;
8404;"2020-12-17";42;;;
8405;"2019-09-18";31;;;
8406;"2018-04-21";3;"2022-12-16";"2021-12-23";358
8407;"2022-04-21";31;;;
8408;"2019-01-24";55;;;
8409;"2021-09-27";66;;;
8410;"2019-04-16";43;;;
8411;"2018-09-06";66;;;
8412;"2021-08-10";73;;;
8413;"2021-01-01";87;;;
8414;"2018-02-17";61;;;
8415;"2022-02-21";9;;"2022-03-19";276
8416;"2020-08-01";96;;;
8417;"2018-02-09";34;;;
8418;"2019-08-14";62;;;
8419;"2020-07-21";56;;;
8420;"2021-12-24";11;;"2021-11-15";400
8421;"2021-07-28";10;;"2022-03-12";283
8422;"2018-06-17";65;;;
8423;"2019-12-14";33;;;
8424;"2020-05-13";44;;;
8425;"2021-08-25";52;;;
8426;"2021-10-07";20;;"2022-02-16";307
8427;"2021-12-19";54;;;
8428;"2018-08-03";83;;;
8429;"2022-01-03";94;;;
8430;"2019-03-18";58;;;
8431;"2020-09-16";83;;;
8432;"2020-05-19";61;;;
8433;"2020-06-15";36;;;
8434;"2018-03-04";70;;;
8435;"2018-05-17";49;;;
8436;"2022-02-12";83;;;
8437;"2018-06-04";45;;;
8438;"2022-08-18";49;;;
8439;"2018-03-19";30;;;
8440;"2022-02-11";82;;;
8441;"2018-12-13";16;;"2021-12-15";370
8442;"2018-11-05";69;;;
8443;"2020-10-02";71;;;
8444;"2021-11-26";88;;;
8445;"2018-12-05";89;;;
8446;"2019-12-06";5;"2022-09-06";"2021-12-12";268
8447;"2019-07-10";64;;;
8448;"2018-12-26";4;"2022-10-29";"2021-11-05";358
8449;"2021-07-01";53;;;
8450;"2022-01-09";82;;;
8451;"2022-12-01";58;;;
8452;"2020-02-07";19;;"2021-11-07";408
8453;"2022-06-07";15;;"2022-10-31";50
8454;"2019-11-26";31;;;
8455;"2022-06-01";99;;;
8456;"2021-02-11";71;;;
8457;"2018-09-13";32;;;
8458;"2021-06-01";92;;;
8459;"2021-08-26";49;;;
8460;"2022-08-28";90;;;
8461;"2022-07-30";60;;;
8462;"2019-05-25";2;"2022-07-30";"2021-08-15";349
8463;"2020-01-26";55;;;
8464;"2020-01-24";76;;;
8465;"2019-07-08";66;;;
8466;"2020-05-24";43;;;
8467;"2019-03-20";41;;;
8468;"2019-11-22";25;;"2021-12-10";375
8469;"2020-01-21";3;"2022-10-02";"2021-10-27";340
8470;"2019-05-19";74;;;
8471;"2019-01-15";22;;"2022-10-16";65
8472;"2020-12-15";43;;;
8473;"2020-03-05";12;;"2022-01-10";344
8474;"2021-09-29";71;;;
8475;"2019-11-22";83;;;
8476;"2021-01-20";23;;"2022-02-12";311
8477;"2018-09-15";99;;;
8478;"2021-05-12";40;;;
8479;"2021-12-28";6;;"2021-12-29";356
8480;"2022-02-26";63;;;
8481;"2020-06-01";37;;;
8482;"2021-12-09";23;;"2022-06-26";177
8483;"2019-04-16";96;;;
8484;"2019-11-19";63;;;
8485;"2018-11-16";29;;;
8486;"2018-09-27";16;;"2022-07-07";166
8487;"2022-12-12";96;;;
8488;"2019-07-11";68;;;
8489;"2022-02-08";77;;;
8490;"2021-08-19";18;;"2021-12-06";379
8491;"2019-03-20";80;;;
8492;"2021-09-18";34;;;
8493;"2018-01-22";85;;;
8494;"2021-03-27";49;;;
8495;"2018-10-24";55;;;
8496;"2019-07-12";27;;;
8497;"2018-08-30";43;;;
8498;"2019-12-23";57;;;
8499;"2021-05-15";56;;;
8500;"2020-09-01";13;;"2022-09-02";109
8501;"2021-04-22";52;;;
8502;"2022-05-11";37;;;
8503;"2018-08-28";48;;;
8504;"2018-07-07";10;;"2022-03-20";275
8505;"2021-02-18";99;;;
8506;"2020-06-30";56;;;
8507;"2021-07-09";32;;;
8508;"2021-10-16";51;;;
8509;"2018-11-22";46;;;
8510;"2020-07-17";82;;;
8511;"2020-12-23";51;;;
8512;"2021-04-04";97;;;
8513;"2019-07-08";32;;;
8514;"2022-03-21";94;;;
8515;"2018-03-04";24;;"2021-11-09";406
8516;"2020-05-04";92;;;
8517;"2022-11-28";16;;"2022-02-23";300
8518;"2018-02-25";26;;;
8519;"2021-10-25";37;;;
8520;"2022-01-17";53;;;
8521;"2021-09-25";59;;;
8522;"2018-01-23";34;;;
8523;"2020-10-17";66;;;
8524;"2021-09-29";16;;"2022-05-08";226
8525;"2021-04-01";67;;;
8526;"2021-07-22";51;;;
8527;"2018-04-21";7;;"2022-03-05";290
8528;"2021-11-11";51;;;
8529;"2018-07-26";88;;;
8530;"2021-08-16";20;;"2022-03-30";265
8531;"2019-07-25";60;;;
8532;"2021-10-28";88;;;
8533;"2021-01-05";53;;;
8534;"2020-03-02";20;;"2022-02-17";306
8535;"2022-04-16";5;"2022-08-22";"2021-09-28";328
8536;"2019-03-08";70;;;
8537;"2022-08-13";98;;;
8538;"2020-11-03";13;;"2021-11-24";391
8539;"2022-12-03";64;;;
8540;"2018-07-16";99;;;
8541;"2018-06-01";9;;"2021-11-13";402
8542;"2020-12-07";97;;;
8543;"2021-09-30";16;;"2022-04-09";255
8544;"2019-11-18";76;;;
8545;"2020-03-08";49;;;
8546;"2021-11-14";12;;"2022-03-30";265
8547;"2022-03-03";57;;;
8548;"2020-02-15";67;;;
8549;"2021-12-21";18;;"2021-11-10";405
8550;"2021-01-06";17;;"2022-11-11";39
8551;"2019-03-16";81;;;
8552;"2020-09-26";73;;;
8553;"2021-01-11";48;;;
8554;"2021-12-12";30;;;
8555;"2019-07-07";36;;;
8556;"2019-04-25";95;;;
8557;"2020-07-15";70;;;
8558;"2019-10-08";28;;;
8559;"2018-03-17";6;;"2022-07-03";170
8560;"2021-01-20";68;;;
8561;"2018-06-04";97;;;
8562;"2019-09-21";1;"2022-10-30";"2022-03-26";218
8563;"2019-11-29";38;;;
8564;"2021-05-22";38;;;
8565;"2021-11-02";39;;;
8566;"2019-03-27";43;;;
8567;"2022-07-09";41;;;
8568;"2021-06-27";52;;;
8569;"2022-01-09";89;;;
8570;"2022-06-23";98;;;
8571;"2021-12-22";40;;;
8572;"2022-05-22";41;;;
8573;"2020-06-10";96;;;
8574;"2020-10-02";38;;;
8575;"2019-04-21";15;;"2022-07-30";143
8576;"2022-07-30";18;;"2022-03-10";285
8577;"2019-08-28";39;;;
8578;"2018-07-04";97;;;
8579;"2019-09-25";5;"2022-10-25";"2021-11-07";352
8580;"2018-08-30";47;;;
8581;"2021-06-22";37;;;
8582;"2020-11-20";1;"2022-12-08";"2022-04-23";229
8583;"2021-05-07";89;;;
8584;"2019-07-16";13;;"2022-02-13";310
8585;"2019-11-14";53;;;
8586;"2022-10-24";70;;;
8587;"2020-10-19";36;;;
8588;"2022-05-11";14;;"2022-07-02";171
8589;"2019-08-12";32;;;
8590;"2020-12-16";9;;"2021-12-06";379
8591;"2020-06-11";6;;"2021-11-18";397
8592;"2019-12-27";42;;;
8593;"2022-08-18";42;;;
8594;"2022-04-22";79;;;
8595;"2018-05-30";91;;;
8596;"2021-07-02";8;;"2021-11-25";390
8597;"2018-07-28";20;;"2022-03-17";278
8598;"2022-11-18";72;;;
8599;"2020-01-08";36;;;
8600;"2022-07-19";44;;;
8601;"2022-05-22";85;;;
8602;"2019-01-10";83;;;
8603;"2021-12-20";30;;;
8604;"2019-11-12";87;;;
8605;"2021-09-24";96;;;
8606;"2018-04-21";15;;"2022-01-25";329
8607;"2019-06-22";56;;;
8608;"2018-06-03";57;;;
8609;"2018-10-05";22;;"2022-06-22";181
8610;"2021-02-26";3;"2022-10-25";"2022-01-07";291
8611;"2019-01-12";14;;"2022-07-27";146
8612;"2022-03-08";22;;"2022-11-23";27
8613;"2019-01-28";65;;;
8614;"2022-04-30";92;;;
8615;"2018-10-02";64;;;
8616;"2020-11-23";46;;;
8617;"2022-03-05";96;;;
8618;"2021-07-02";52;;;
8619;"2020-04-14";80;;;
8620;"2018-10-26";10;;"2022-09-24";87
8621;"2019-06-29";67;;;
8622;"2022-09-06";42;;;
8623;"2020-10-03";16;;"2022-05-29";205
8624;"2019-02-26";77;;;
8625;"2022-01-07";51;;;
8626;"2021-02-11";80;;;
8627;"2022-08-09";19;;"2022-02-24";299
8628;"2022-07-17";11;;"2022-07-26";147
8629;"2021-01-10";20;;"2021-12-07";378
8630;"2019-08-28";17;;"2022-06-28";175
8631;"2022-02-13";48;;;
8632;"2020-06-12";32;;;
8633;"2020-08-18";92;;;
8634;"2021-02-13";25;;"2021-11-14";401
8635;"2022-04-06";37;;;
8636;"2019-05-25";40;;;
8637;"2021-05-17";57;;;
8638;"2018-10-07";37;;;
8639;"2019-10-07";80;;;
8640;"2022-01-31";87;;;
8641;"2021-11-14";97;;;
8642;"2020-09-29";87;;;
8643;"2021-04-19";18;;"2022-09-21";90
8644;"2022-11-24";34;;;
8645;"2020-02-09";63;;;
8646;"2022-01-01";27;;;
8647;"2020-10-28";40;;;
8648;"2019-04-25";48;;;
8649;"2020-07-14";83;;;
8650;"2018-02-21";2;"2022-09-15";"2021-10-21";329
8651;"2020-01-31";86;;;
8652;"2021-12-23";82;;;
8653;"2022-10-09";89;;;
8654;"2022-10-15";49;;;
8655;"2018-03-01";88;;;
8656;"2021-10-28";74;;;
8657;"2020-12-07";77;;;
8658;"2022-09-20";72;;;
8659;"2021-05-25";26;;;
8660;"2018-12-29";61;;;
8661;"2019-05-29";69;;;
8662;"2020-07-20";47;;;
8663;"2021-05-23";4;"2022-12-03";"2022-01-30";307
8664;"2021-12-27";47;;;
8665;"2018-09-15";34;;;
8666;"2020-09-07";98;;;
8667;"2018-06-01";13;;"2022-06-19";184
8668;"2022-01-11";74;;;
8669;"2021-05-27";21;;"2022-10-17";64
8670;"2020-02-18";95;;;
8671;"2021-02-23";92;;;
8672;"2020-04-21";11;;"2022-10-27";54
8673;"2022-10-29";53;;;
8674;"2019-06-25";20;;"2022-11-11";39
8675;"2020-03-26";66;;;
8676;"2019-12-20";14;;"2022-01-16";338
8677;"2018-07-07";60;;;
8678;"2018-02-02";14;;"2021-12-14";371
8679;"2021-03-25";68;;;
8680;"2020-12-31";9;;"2022-01-31";323
8681;"2018-03-07";78;;;
8682;"2018-05-07";39;;;
8683;"2020-01-05";28;;;
8684;"2022-11-26";86;;;
8685;"2018-03-02";88;;;
8686;"2020-02-16";28;;;
8687;"2021-10-04";30;;;
8688;"2021-01-18";63;;;
8689;"2019-11-17";15;;"2022-05-12";222
8690;"2020-03-09";92;;;
8691;"2021-12-29";13;;"2022-03-12";283
8692;"2021-03-26";3;"2022-09-05";"2022-01-05";243
8693;"2022-09-08";5;"2022-08-23";"2021-12-03";263
8694;"2020-06-02";81;;;
8695;"2020-04-03";79;;;
8696;"2018-06-05";50;;;
8697;"2018-02-20";97;;;
8698;"2020-08-15";22;;"2022-10-26";55
8699;"2022-05-29";49;;;
8700;"2021-06-28";43;;;
8701;"2022-09-14";90;;;
8702;"2020-08-02";11;;"2022-07-24";149
8703;"2018-10-29";3;"2022-11-24";"2022-03-04";265
8704;"2022-07-25";84;;;
8705;"2022-01-07";50;;;
8706;"2021-01-04";19;;"2022-08-06";136
8707;"2019-07-25";65;;;
8708;"2022-06-26";88;;;
8709;"2021-01-19";55;;;
8710;"2022-09-29";51;;;
8711;"2020-07-07";74;;;
8712;"2021-03-08";39;;;
8713;"2018-02-14";21;;"2022-08-15";127
8714;"2022-06-24";18;;"2022-10-27";54
8715;"2021-02-12";28;;;
8716;"2018-03-28";48;;;
8717;"2019-08-21";37;;;
8718;"2019-11-28";15;;"2022-06-11";192
8719;"2021-03-28";68;;;
8720;"2021-06-19";99;;;
8721;"2022-01-17";5;"2022-10-28";"2021-11-22";340
8722;"2020-04-07";49;;;
8723;"2019-09-25";28;;;
8724;"2021-10-07";43;;;
8725;"2022-08-20";72;;;
8726;"2021-12-08";88;;;
8727;"2022-02-21";48;;;
8728;"2022-09-21";10;;"2022-08-09";133
8729;"2019-08-04";38;;;
8730;"2021-07-31";79;;;
8731;"2021-03-31";62;;;
8732;"2019-04-30";82;;;
8733;"2019-03-15";21;;"2022-09-20";91
8734;"2022-01-08";21;;"2022-08-30";112
8735;"2018-12-03";55;;;
8736;"2018-04-02";75;;;
8737;"2020-01-25";69;;;
8738;"2020-06-07";88;;;
8739;"2022-09-07";47;;;
8740;"2018-02-24";60;;;
8741;"2020-03-17";19;;"2022-05-26";208
8742;"2020-03-26";24;;"2021-12-18";367
8743;"2021-04-13";49;;;
8744;"2020-04-12";55;;;
8745;"2019-09-29";64;;;
8746;"2019-06-07";92;;;
8747;"2020-06-20";89;;;
8748;"2021-05-01";6;;"2022-07-02";171
8749;"2021-04-16";61;;;
8750;"2018-09-27";16;;"2022-05-11";223
8751;"2019-10-30";91;;;
8752;"2020-05-14";24;;"2022-03-17";278
8753;"2020-12-14";83;;;
8754;"2021-07-06";85;;;
8755;"2019-03-02";28;;;
8756;"2020-08-15";71;;;
8757;"2020-06-25";57;;;
8758;"2018-05-05";69;;;
8759;"2020-05-18";26;;;
8760;"2022-01-08";60;;;
8761;"2021-11-14";96;;;
8762;"2018-08-28";17;;"2022-10-18";63
8763;"2018-05-20";77;;;
8764;"2018-02-07";31;;;
8765;"2022-08-18";74;;;
8766;"2019-04-03";79;;;
8767;"2018-04-22";61;;;
8768;"2019-09-23";82;;;
8769;"2021-08-20";31;;;
8770;"2022-12-09";66;;;
8771;"2019-10-30";16;;"2021-11-09";406
8772;"2018-11-17";76;;;
8773;"2020-03-16";64;;;
8774;"2018-02-21";58;;;
8775;"2021-02-09";13;;"2021-11-01";414
8776;"2021-11-24";29;;;
8777;"2019-07-11";14;;"2022-10-19";62
8778;"2018-08-11";44;;;
8779;"2020-04-06";89;;;
8780;"2022-10-06";70;;;
8781;"2019-04-20";27;;;
8782;"2022-01-16";69;;;
8783;"2020-03-01";46;;;
8784;"2022-03-15";32;;;
8785;"2020-08-02";28;;;
8786;"2021-04-13";81;;;
8787;"2019-11-10";63;;;
8788;"2018-02-06";6;;"2022-03-02";293
8789;"2021-07-28";18;;"2022-03-10";285
8790;"2022-03-09";47;;;
8791;"2022-01-27";80;;;
8792;"2020-06-23";83;;;
8793;"2022-10-16";43;;;
8794;"2022-05-28";91;;;
8795;"2020-07-13";60;;;
8796;"2022-06-14";29;;;
8797;"2018-09-09";84;;;
8798;"2020-10-14";43;;;
8799;"2019-03-19";61;;;
8800;"2022-04-11";30;;;
8801;"2020-10-04";75;;;
8802;"2020-12-27";88;;;
8803;"2018-03-10";15;;"2021-10-29";417
8804;"2022-11-30";90;;;
8805;"2021-01-29";46;;;
8806;"2021-03-31";6;;"2022-06-28";175
8807;"2021-11-05";31;;;
8808;"2022-07-22";14;;"2022-05-02";232
8809;"2021-10-21";74;;;
8810;"2019-02-21";84;;;
8811;"2022-05-08";25;;"2022-06-09";194
8812;"2018-02-19";42;;;
8813;"2018-03-21";17;;"2022-03-28";267
8814;"2019-07-20";91;;;
8815;"2022-04-16";52;;;
8816;"2020-10-03";79;;;
8817;"2022-10-12";72;;;
8818;"2019-03-07";34;;;
8819;"2020-10-21";28;;;
8820;"2021-05-20";16;;"2022-02-25";298
8821;"2018-05-26";57;;;
8822;"2019-11-30";92;;;
8823;"2018-11-23";57;;;
8824;"2018-03-22";96;;;
8825;"2019-05-09";58;;;
8826;"2021-05-17";7;;"2022-01-28";326
8827;"2022-08-16";23;;"2022-07-01";172
8828;"2019-12-29";15;;"2021-11-26";389
8829;"2019-03-13";87;;;
8830;"2018-11-13";2;"2022-09-20";"2021-10-18";337
8831;"2019-04-21";35;;;
8832;"2021-11-26";16;;"2021-11-24";391
8833;"2021-10-21";85;;;
8834;"2019-06-10";50;;;
8835;"2021-11-07";38;;;
8836;"2019-12-02";27;;;
8837;"2022-08-20";59;;;
8838;"2020-09-23";30;;;
8839;"2019-07-05";93;;;
8840;"2021-06-22";92;;;
8841;"2021-10-27";4;"2022-10-30";"2022-03-07";237
8842;"2018-11-21";42;;;
8843;"2021-07-23";20;;"2022-08-28";114
8844;"2021-12-27";79;;;
8845;"2020-05-21";62;;;
8846;"2020-11-18";63;;;
8847;"2019-10-11";49;;;
8848;"2020-03-14";83;;;
8849;"2022-01-05";18;;"2022-04-06";258
8850;"2022-07-14";44;;;
8851;"2018-08-13";20;;"2022-09-14";97
8852;"2022-05-12";36;;;
8853;"2019-06-25";54;;;
8854;"2019-06-17";41;;;
8855;"2022-07-14";62;;;
8856;"2020-10-12";99;;;
8857;"2022-10-14";92;;;
8858;"2022-03-10";15;;"2022-11-23";27
8859;"2022-09-22";77;;;
8860;"2019-01-05";69;;;
8861;"2018-02-01";76;;;
8862;"2019-01-22";97;;;
8863;"2022-11-12";37;;;
8864;"2021-11-04";37;;;
8865;"2020-06-12";12;;"2022-10-31";50
8866;"2021-10-01";35;;;
8867;"2018-10-18";37;;;
8868;"2020-02-12";21;;"2022-06-11";192
8869;"2019-07-06";83;;;
8870;"2020-04-02";45;;;
8871;"2018-08-15";44;;;
8872;"2018-05-13";85;;;
8873;"2021-02-03";10;;"2022-06-20";183
8874;"2022-02-16";79;;;
8875;"2022-04-21";20;;"2022-02-11";312
8876;"2018-07-07";95;;;
8877;"2020-01-17";92;;;
8878;"2019-02-11";15;;"2021-12-11";374
8879;"2020-08-30";27;;;
8880;"2019-02-02";81;;;
8881;"2018-09-05";27;;;
8882;"2021-03-25";41;;;
8883;"2018-06-26";85;;;
8884;"2020-02-10";17;;"2022-07-22";151
8885;"2022-08-22";21;;"2022-05-18";216
8886;"2022-12-19";31;;;
8887;"2022-11-04";94;;;
8888;"2022-06-16";81;;;
8889;"2022-03-09";8;;"2022-11-08";42
8890;"2022-08-07";43;;;
8891;"2018-07-03";42;;;
8892;"2022-03-23";52;;;
8893;"2018-09-10";84;;;
8894;"2018-05-27";12;;"2022-10-10";71
8895;"2021-02-06";14;;"2021-12-10";375
8896;"2021-02-01";99;;;
8897;"2022-02-06";6;;"2022-10-09";72
8898;"2021-11-05";27;;;
8899;"2018-03-27";68;;;
8900;"2018-08-23";2;"2022-09-16";"2021-11-21";299
8901;"2019-02-18";83;;;
8902;"2018-10-21";74;;;
8903;"2018-12-16";87;;;
8904;"2022-03-05";86;;;
8905;"2022-11-19";74;;;
8906;"2018-04-17";60;;;
8907;"2022-08-22";29;;;
8908;"2019-12-18";7;;"2021-12-26";359
8909;"2019-05-11";95;;;
8910;"2020-05-02";84;;;
8911;"2021-01-01";40;;;
8912;"2019-12-27";93;;;
8913;"2018-08-07";37;;;
8914;"2021-06-08";23;;"2022-09-08";103
8915;"2022-01-17";89;;;
8916;"2018-04-09";2;"2022-09-14";"2021-11-29";289
8917;"2021-06-07";89;;;
8918;"2021-12-02";47;;;
8919;"2022-09-05";56;;;
8920;"2020-08-26";78;;;
8921;"2021-07-21";14;;"2022-09-22";89
8922;"2018-03-19";59;;;
8923;"2019-11-28";17;;"2022-10-01";80
8924;"2022-03-12";93;;;
8925;"2018-07-25";59;;;
8926;"2022-12-17";99;;;
8927;"2020-04-24";48;;;
8928;"2022-08-12";35;;;
8929;"2021-11-02";12;;"2022-02-10";313
8930;"2020-07-01";76;;;
8931;"2018-04-16";63;;;
8932;"2022-12-03";66;;;
8933;"2021-04-03";13;;"2022-04-15";249
8934;"2019-03-13";28;;;
8935;"2022-02-16";9;;"2022-09-09";102
